translational_control,angular_control,pose_x,pose_y,pose_theta,linear_vel_x,linear_vel_y,angular_vel_z,pose_theta_cos,pose_theta_sin,slip_angle,steering_angle,LIDAR_0,LIDAR_1,LIDAR_2,LIDAR_3,LIDAR_4,LIDAR_5,LIDAR_6,LIDAR_7,LIDAR_8,LIDAR_9,LIDAR_10,LIDAR_11,LIDAR_12,LIDAR_13,LIDAR_14,LIDAR_15,LIDAR_16,LIDAR_17,LIDAR_18,LIDAR_19,LIDAR_20,LIDAR_21,LIDAR_22,LIDAR_23,LIDAR_24,LIDAR_25,LIDAR_26,LIDAR_27,LIDAR_28,LIDAR_29,LIDAR_30,LIDAR_31,LIDAR_32,LIDAR_33,LIDAR_34,LIDAR_35,LIDAR_36,LIDAR_37,LIDAR_38,LIDAR_39,LIDAR_40,LIDAR_41,LIDAR_42,LIDAR_43,LIDAR_44,LIDAR_45,LIDAR_46,LIDAR_47,LIDAR_48,LIDAR_49,LIDAR_50,LIDAR_51,LIDAR_52,LIDAR_53,LIDAR_54,LIDAR_55,LIDAR_56,LIDAR_57,LIDAR_58,LIDAR_59,LIDAR_60,LIDAR_61,LIDAR_62,LIDAR_63,LIDAR_64,LIDAR_65,LIDAR_66,LIDAR_67
-4.334000110626221,1.50600004196167,-47.724,5.666,1.131,17.741,0.0,5.032,0.425,0.905,0.592,-0.032,0.904,0.848,0.865,0.873,0.874,0.804,0.827,0.817,0.814,0.83,0.829,0.823,0.878,0.864,0.842,0.872,0.894,0.906,0.899,0.949,0.951,1.003,0.97,1.046,1.074,1.108,1.17,1.2,1.278,1.325,1.426,1.526,1.622,1.751,1.935,2.105,2.362,2.709,3.142,3.944,4.921,6.703,9.921,13.261,12.761,12.309,11.148,8.371,6.67,5.29,4.602,3.958,3.472,3.087,2.787,2.561,2.446,2.273,2.159,2.03,1.871,1.793,1.714,1.666,1.591,1.56,1.507,1.443
-6.88100004196167,-0.8450000286102295,-47.796,6.192,1.256,17.611,0.0,2.702,0.31,0.951,0.42,0.014,0.908,0.906,0.904,0.881,0.883,0.906,0.91,0.923,0.895,0.892,0.911,0.953,0.957,0.918,0.981,0.98,0.987,1.027,1.068,1.086,1.122,1.173,1.205,1.234,1.328,1.369,1.459,1.566,1.628,1.771,1.886,2.058,2.268,2.536,2.879,3.482,4.171,5.16,6.915,13.285,12.747,12.28,11.763,10.802,8.207,6.437,5.117,4.362,3.795,3.302,2.939,2.646,2.458,2.246,2.113,2.01,1.929,1.81,1.736,1.638,1.571,1.498,1.461,1.417,1.373,1.32,1.322,1.273
0.6190000176429749,-1.774999976158142,-47.845,6.716,1.313,17.405,0.0,0.493,0.255,0.967,0.329,-0.012,0.936,0.944,0.934,0.951,0.95,0.939,0.945,0.945,0.934,1.007,0.983,0.976,1.031,1.035,1.03,1.085,1.103,1.117,1.162,1.196,1.237,1.287,1.333,1.416,1.459,1.542,1.628,1.746,1.88,2.064,2.255,2.496,2.903,3.299,3.852,4.655,6.072,8.161,12.44,11.994,11.594,11.047,9.75,7.119,5.605,4.521,3.831,3.433,3.033,2.749,2.504,2.284,2.105,1.954,1.853,1.717,1.629,1.576,1.57,1.499,1.425,1.375,1.332,1.319,1.277,1.243,1.208,1.196
5.913000106811523,2.650000095367432,-47.877,7.237,1.332,17.423,0.0,0.748,0.236,0.972,0.281,-0.065,0.971,0.984,0.982,0.981,0.992,0.997,1.003,0.979,0.992,1.051,1.037,1.027,1.094,1.064,1.115,1.115,1.169,1.214,1.223,1.232,1.283,1.368,1.427,1.49,1.552,1.635,1.756,1.897,1.997,2.318,2.55,2.802,3.172,3.592,4.294,5.449,7.041,12.144,11.683,11.272,10.793,10.052,8.425,6.234,4.939,4.041,3.429,3.14,2.838,2.534,2.307,2.118,1.998,1.863,1.712,1.626,1.548,1.49,1.412,1.373,1.329,1.288,1.254,1.233,1.236,1.216,1.152,1.16
-0.8970000147819519,3.5,-47.895,7.761,1.363,17.543,0.0,1.623,0.206,0.978,0.225,0.015,0.991,0.979,0.974,0.99,0.975,0.991,1.04,1.021,1.019,1.031,1.043,1.057,1.085,1.122,1.135,1.168,1.187,1.254,1.252,1.338,1.375,1.422,1.504,1.608,1.629,1.806,1.98,2.111,2.297,2.475,2.777,3.099,3.51,4.293,5.206,6.607,11.743,11.194,10.83,10.465,9.796,8.726,6.452,5.156,4.209,3.538,3.112,2.835,2.579,2.299,2.163,1.981,1.855,1.71,1.618,1.553,1.481,1.408,1.389,1.343,1.268,1.251,1.189,1.164,1.173,1.107,1.105,1.071
0.6660000085830688,-2.9809999465942383,-47.9,8.287,1.412,17.516,0.0,1.897,0.158,0.987,0.159,0.111,0.968,0.974,0.991,0.973,1.038,1.06,1.04,1.045,1.015,1.071,1.086,1.107,1.134,1.159,1.131,1.195,1.256,1.331,1.385,1.454,1.506,1.583,1.63,1.762,1.843,1.976,2.144,2.324,2.545,2.828,3.156,3.762,4.446,5.416,6.922,11.036,10.605,10.255,9.88,9.282,8.216,6.134,4.978,4.059,3.492,3.034,2.663,2.411,2.289,2.092,1.912,1.808,1.704,1.619,1.542,1.458,1.418,1.316,1.297,1.223,1.216,1.208,1.16,1.121,1.103,1.082,1.066,1.06
-4.13700008392334,1.4700000286102295,-47.899,8.813,1.478,17.536,0.0,2.507,0.093,0.996,0.085,0.021,0.982,0.971,0.996,1.022,1.041,1.032,1.074,1.094,1.112,1.129,1.162,1.157,1.205,1.234,1.279,1.344,1.373,1.425,1.457,1.539,1.629,1.728,1.8,1.95,2.064,2.238,2.452,2.698,3.095,3.536,4.098,4.855,6.059,10.764,10.259,9.878,9.562,9.11,8.4,7.218,5.371,4.491,3.731,3.234,2.835,2.525,2.292,2.109,1.92,1.882,1.773,1.661,1.577,1.517,1.418,1.387,1.327,1.268,1.252,1.186,1.159,1.165,1.112,1.101,1.079,1.059,1.014,1.007
-7.0,-1.274999976158142,-47.895,9.337,1.55,17.412,0.0,2.317,0.021,1.0,0.01,0.065,1.029,1.026,1.069,1.065,1.071,1.083,1.124,1.133,1.153,1.161,1.21,1.208,1.252,1.288,1.343,1.386,1.47,1.496,1.602,1.679,1.759,1.836,2.018,2.164,2.359,2.679,2.973,3.344,3.835,4.556,5.532,14.739,9.814,9.423,9.112,8.776,8.237,7.371,5.935,4.639,4.012,3.394,2.985,2.641,2.378,2.185,1.996,1.85,1.726,1.642,1.534,1.48,1.467,1.411,1.318,1.287,1.246,1.186,1.196,1.159,1.13,1.112,1.074,1.087,1.066,1.031,1.02,1.027
-0.5170000195503235,-3.5,-47.889,9.858,1.622,17.202,0.0,2.583,-0.051,0.999,-0.059,0.027,1.037,1.067,1.074,1.076,1.089,1.109,1.127,1.158,1.153,1.2,1.228,1.289,1.326,1.367,1.418,1.466,1.554,1.63,1.717,1.804,1.919,2.143,2.374,2.57,2.87,3.238,3.656,4.314,5.084,14.655,9.396,9.01,8.704,8.395,7.968,7.424,6.304,5.068,4.082,3.615,3.123,2.753,2.503,2.278,2.064,1.929,1.819,1.661,1.588,1.504,1.421,1.351,1.322,1.243,1.194,1.202,1.151,1.116,1.169,1.112,1.127,1.069,1.057,1.072,1.038,1.041,1.024,1.019
-3.2039999961853027,-2.992000102996826,-47.887,10.374,1.696,17.186,0.0,1.969,-0.124,0.992,-0.125,-0.069,1.058,1.081,1.066,1.124,1.111,1.111,1.168,1.206,1.202,1.243,1.292,1.327,1.376,1.48,1.5,1.657,1.765,1.872,1.961,2.121,2.26,2.491,2.74,3.051,3.47,4.026,4.819,14.306,8.971,8.583,8.307,7.986,7.582,7.108,6.354,5.447,4.343,3.602,3.134,2.878,2.587,2.302,2.111,1.957,1.8,1.722,1.64,1.57,1.465,1.37,1.321,1.284,1.236,1.209,1.147,1.124,1.122,1.083,1.073,1.037,1.06,1.045,0.987,0.991,1.001,0.995,1.012,1.039
0.9430000185966492,-3.5,-47.888,10.888,1.744,17.09,0.0,0.793,-0.173,0.985,-0.166,-0.159,1.089,1.073,1.118,1.115,1.143,1.167,1.208,1.261,1.32,1.378,1.413,1.475,1.495,1.548,1.648,1.744,1.904,1.981,2.146,2.317,2.536,2.795,3.135,3.559,4.126,5.173,8.888,8.327,7.967,7.748,7.443,7.12,6.63,5.985,5.244,4.282,3.57,3.096,2.667,2.545,2.279,2.114,1.918,1.812,1.709,1.581,1.509,1.46,1.384,1.331,1.27,1.248,1.221,1.165,1.129,1.124,1.091,1.084,1.029,1.044,1.024,0.986,0.995,0.983,0.982,0.993,0.986,0.967
1.1460000276565552,3.5,-47.893,11.401,1.748,17.119,0.0,-1.373,-0.176,0.984,-0.162,-0.255,1.104,1.118,1.162,1.168,1.206,1.186,1.236,1.298,1.309,1.381,1.43,1.459,1.55,1.581,1.668,1.761,1.893,2.014,2.195,2.352,2.539,2.825,3.174,3.598,4.211,13.898,8.111,7.704,7.412,7.168,6.869,6.551,6.151,5.595,4.955,4.214,3.537,3.021,2.658,2.364,2.175,2.065,1.947,1.801,1.663,1.612,1.515,1.412,1.371,1.325,1.244,1.198,1.187,1.165,1.117,1.124,1.058,1.077,1.044,1.043,1.014,0.994,1.007,0.991,0.997,0.986,1.001,0.986
0.2549999952316284,-1.3940000534057615,-47.902,11.915,1.684,17.153,0.0,-3.333,-0.113,0.994,-0.094,-0.159,1.129,1.104,1.145,1.16,1.159,1.197,1.199,1.233,1.291,1.328,1.365,1.414,1.455,1.506,1.588,1.67,1.764,1.857,1.967,2.09,2.264,2.486,2.71,3.039,3.381,4.055,13.744,7.784,7.261,6.97,6.774,6.527,6.228,5.892,5.502,4.952,4.324,3.735,3.15,2.796,2.496,2.254,2.051,1.891,1.75,1.718,1.629,1.557,1.452,1.369,1.33,1.285,1.247,1.211,1.166,1.102,1.12,1.086,1.079,1.024,1.023,0.993,0.989,0.976,0.974,0.99,1.004,0.989
5.468999862670898,-3.5,-47.911,12.43,1.574,17.161,0.0,-4.335,-0.003,1.0,0.013,-0.201,1.141,1.117,1.102,1.118,1.159,1.163,1.151,1.209,1.212,1.252,1.295,1.275,1.329,1.377,1.454,1.501,1.539,1.637,1.722,1.798,1.921,2.064,2.206,2.409,2.588,2.878,3.247,3.826,13.519,12.38,6.868,6.535,6.347,6.067,5.833,5.541,5.214,4.847,4.308,3.915,3.426,2.968,2.638,2.338,2.11,1.972,1.826,1.659,1.567,1.491,1.411,1.346,1.329,1.28,1.244,1.21,1.155,1.105,1.112,1.078,1.07,1.034,1.044,1.012,0.985,0.979,1.001,0.99
7.0,2.049999952316284,-47.918,12.946,1.437,17.282,0.0,-4.95,0.133,0.991,0.135,-0.297,1.1,1.123,1.11,1.102,1.114,1.129,1.119,1.179,1.141,1.167,1.189,1.207,1.246,1.299,1.3,1.339,1.367,1.449,1.499,1.552,1.635,1.716,1.799,1.926,2.072,2.198,2.371,2.586,2.878,3.309,13.822,12.892,6.686,6.299,5.989,5.798,5.589,5.355,5.073,4.856,4.559,4.141,3.755,3.315,2.994,2.631,2.364,2.142,1.934,1.813,1.673,1.582,1.513,1.409,1.327,1.287,1.245,1.19,1.151,1.132,1.062,1.024,1.014,1.001,1.025,1.009,0.992,0.987
-3.344000101089477,2.9260001182556152,-47.914,13.465,1.284,17.403,0.0,-5.151,0.283,0.959,0.261,-0.235,1.13,1.113,1.107,1.117,1.113,1.115,1.128,1.119,1.107,1.112,1.115,1.153,1.169,1.211,1.195,1.229,1.265,1.282,1.328,1.37,1.427,1.458,1.52,1.578,1.682,1.749,1.841,1.959,2.106,2.288,2.553,2.791,14.206,13.505,12.659,6.288,5.822,5.527,5.332,5.122,4.963,4.738,4.532,4.263,3.952,3.678,3.323,3.081,2.689,2.495,2.235,2.054,1.886,1.775,1.639,1.552,1.449,1.386,1.344,1.249,1.232,1.159,1.11,1.092,1.063,1.026,1.037,0.982
-7.0,1.871999979019165,-47.895,13.986,1.111,17.302,0.0,-6.798,0.444,0.896,0.398,-0.147,1.164,1.158,1.119,1.107,1.124,1.111,1.078,1.072,1.068,1.073,1.066,1.059,1.104,1.099,1.119,1.125,1.151,1.176,1.205,1.216,1.248,1.285,1.293,1.335,1.359,1.41,1.498,1.55,1.639,1.721,1.816,1.933,2.15,2.302,2.609,14.108,13.504,12.818,11.984,5.502,5.157,4.975,4.792,4.627,4.415,4.23,4.072,3.885,3.604,3.39,3.13,2.847,2.622,2.414,2.229,2.107,1.921,1.755,1.683,1.589,1.494,1.431,1.337,1.284,1.248,1.191,1.157,1.118
-7.0,3.5,-47.855,14.501,0.881,17.092,0.0,-9.283,0.636,0.772,0.581,-0.091,1.235,1.245,1.188,1.174,1.16,1.111,1.114,1.067,1.072,1.094,1.081,1.086,1.044,1.041,1.026,1.046,1.004,1.08,1.082,1.095,1.063,1.129,1.131,1.116,1.165,1.192,1.209,1.242,1.285,1.314,1.351,1.414,1.508,1.635,1.682,1.801,1.908,2.108,2.471,7.777,13.595,12.981,12.247,11.45,4.976,4.651,4.479,4.29,4.153,3.961,3.824,3.662,3.497,3.329,3.147,2.92,2.753,2.561,2.37,2.25,2.142,1.965,1.802,1.751,1.674,1.541,1.506,1.426
7.0,3.5,-47.79,15.008,0.58,16.882,0.0,-11.468,0.837,0.548,0.822,0.005,1.546,1.502,1.414,1.385,1.284,1.225,1.213,1.142,1.155,1.127,1.079,1.068,1.073,1.036,1.04,1.021,0.981,0.988,0.983,0.975,0.977,0.984,0.992,1.002,0.983,0.976,0.97,1.035,1.036,1.04,1.066,1.084,1.123,1.16,1.216,1.257,1.308,1.34,1.363,1.458,1.595,1.656,1.877,6.256,6.653,7.076,7.856,12.923,12.284,11.509,4.672,4.294,4.132,3.955,3.792,3.624,3.483,3.364,3.229,3.118,2.958,2.867,2.695,2.539,2.444,2.294,2.164,2.063
7.0,3.5,-47.692,15.506,0.305,17.006,0.0,-4.444,0.954,0.3,1.012,0.101,2.228,2.012,1.832,1.721,1.625,1.487,1.398,1.381,1.292,1.25,1.224,1.165,1.106,1.064,1.031,1.019,0.978,1.0,0.94,0.924,0.95,0.897,0.891,0.885,0.902,0.899,0.894,0.903,0.915,0.911,0.91,0.935,0.948,0.951,0.995,0.974,0.984,1.028,1.045,1.08,1.07,1.194,1.197,1.255,1.374,1.421,1.548,5.199,5.575,5.916,6.234,6.716,7.469,12.418,11.864,11.202,4.257,3.785,3.651,3.445,3.371,3.188,3.118,2.981,2.936,2.785,2.68,2.542
3.990000009536743,-2.032999992370605,-47.548,15.996,0.242,17.128,0.0,2.459,0.971,0.24,0.984,0.197,2.204,1.969,1.753,1.622,1.487,1.385,1.291,1.197,1.166,1.124,1.038,1.04,1.004,0.945,0.909,0.915,0.867,0.817,0.829,0.861,0.817,0.81,0.816,0.825,0.831,0.772,0.774,0.766,0.765,0.769,0.771,0.777,0.806,0.827,0.861,0.858,0.869,0.891,0.935,0.976,0.998,1.008,1.105,1.156,1.283,3.792,4.228,4.602,4.896,5.222,5.511,5.809,6.25,6.884,12.105,11.601,10.98,10.269,3.435,3.281,3.096,2.967,2.84,2.76,2.701,2.539,2.481,2.413
7.0,-3.5,-47.361,16.476,0.375,17.248,0.0,7.804,0.93,0.367,0.773,0.136,1.222,1.084,1.036,1.045,0.971,0.912,0.886,0.84,0.825,0.786,0.743,0.755,0.739,0.686,0.746,0.691,0.707,0.704,0.663,0.658,0.649,0.646,0.725,0.707,0.702,0.719,0.692,0.687,0.71,0.712,0.742,0.742,0.792,0.795,0.85,0.989,1.072,1.456,2.235,2.724,3.124,3.573,3.876,4.169,4.401,4.682,4.933,5.207,5.532,5.906,6.724,11.595,11.01,10.419,9.722,3.078,2.791,2.664,2.591,2.464,2.358,2.299,2.215,2.211,2.131,2.068,2.026,1.927
-1.52400004863739,2.657999992370605,-47.139,16.944,0.642,17.369,0.0,10.367,0.801,0.599,0.451,0.04,0.687,0.653,0.588,0.659,0.647,0.596,0.597,0.612,0.593,0.599,0.6,0.606,0.598,0.612,0.631,0.646,0.701,0.71,0.74,0.756,0.741,0.79,0.92,0.95,1.066,1.224,1.278,1.581,1.767,2.023,2.311,2.531,2.81,3.074,3.32,3.48,3.73,3.93,4.172,4.353,4.648,4.832,5.129,5.499,6.482,10.893,10.431,9.841,9.239,2.708,2.415,2.296,2.232,2.117,2.04,1.976,1.907,1.874,1.835,1.79,1.764,1.751,1.667,1.656,1.602,1.628,1.563,1.556
5.563000202178955,-1.4320000410079956,-46.894,17.404,0.938,17.323,0.0,9.144,0.591,0.807,0.127,0.12,0.737,0.774,0.748,0.763,0.828,0.823,0.847,0.906,0.94,0.968,0.973,1.092,1.098,1.178,1.306,1.352,1.462,1.506,1.684,1.799,1.953,2.121,2.271,2.412,2.611,2.748,2.942,3.073,3.265,3.434,3.592,3.789,3.986,4.177,4.35,4.649,4.958,5.672,10.548,10.082,9.507,8.928,8.362,7.653,2.135,1.923,1.835,1.805,1.693,1.622,1.611,1.531,1.538,1.506,1.492,1.437,1.422,1.404,1.375,1.408,1.378,1.379,1.385,1.37,1.354,1.369,1.341,1.37
-5.828000068664551,-1.901000022888184,-46.641,17.859,1.208,17.443,0.0,8.343,0.355,0.935,-0.14,0.077,1.164,1.195,1.256,1.249,1.291,1.404,1.432,1.477,1.571,1.654,1.761,1.822,1.873,2.022,2.127,2.147,2.319,2.438,2.534,2.634,2.765,2.909,3.005,3.159,3.283,3.459,3.609,3.745,4.011,4.209,4.576,5.326,9.947,9.537,8.987,8.463,7.895,7.361,6.71,1.782,1.613,1.543,1.41,1.398,1.333,1.276,1.266,1.215,1.219,1.184,1.165,1.143,1.156,1.154,1.12,1.14,1.136,1.134,1.137,1.144,1.159,1.152,1.2,1.22,1.216,1.219,1.24,1.205
1.1369999647140503,-3.5,-46.392,18.318,1.458,17.268,0.0,8.341,0.113,0.994,-0.369,0.02,1.522,1.581,1.647,1.679,1.743,1.803,1.879,1.934,1.99,2.069,2.153,2.195,2.323,2.421,2.481,2.561,2.678,2.804,2.929,3.045,3.142,3.287,3.5,3.722,3.95,4.643,9.62,9.153,8.68,8.259,7.717,7.222,6.679,6.077,5.46,4.669,1.333,1.267,1.191,1.145,1.097,1.024,0.993,1.016,0.991,0.921,0.917,0.963,0.928,0.892,0.898,0.908,0.93,0.937,0.893,0.939,0.894,0.934,0.969,0.95,1.019,1.019,1.076,1.057,1.081,1.096,1.153,1.217
2.4830000400543213,-3.5,-46.158,18.78,1.683,17.303,0.0,5.62,-0.112,0.994,-0.554,-0.076,1.758,1.798,1.868,1.905,1.902,2.02,2.045,2.085,2.194,2.267,2.338,2.426,2.512,2.62,2.654,2.781,2.957,3.111,3.306,3.658,4.423,8.99,8.572,8.131,7.761,7.305,6.799,6.323,5.823,5.315,4.776,4.172,3.503,2.247,1.417,1.04,1.037,0.886,0.875,0.846,0.83,0.753,0.764,0.754,0.732,0.742,0.717,0.665,0.743,0.664,0.708,0.667,0.712,0.705,0.707,0.751,0.719,0.752,0.781,0.79,0.822,0.889,0.877,0.896,0.91,0.982,1.021,1.131
2.503999948501587,-3.5,-45.943,19.253,1.812,17.377,0.0,1.581,-0.239,0.971,-0.633,-0.172,1.711,1.782,1.833,1.878,1.89,1.934,2.008,2.042,2.121,2.176,2.232,2.335,2.467,2.588,2.758,3.019,3.302,3.894,8.507,8.095,7.692,7.288,6.884,6.509,6.043,5.664,5.211,4.73,4.285,3.831,3.427,2.975,2.427,2.112,1.543,1.327,1.165,1.043,0.93,0.843,0.805,0.735,0.689,0.746,0.682,0.623,0.595,0.596,0.602,0.608,0.621,0.557,0.608,0.599,0.561,0.575,0.602,0.591,0.601,0.613,0.669,0.662,0.65,0.65,0.708,0.705,0.76,0.785
-7.0,-1.597000002861023,-45.752,19.739,1.817,17.452,0.0,-2.604,-0.244,0.97,-0.589,-0.268,1.568,1.606,1.623,1.653,1.711,1.733,1.741,1.812,1.863,1.895,1.973,2.053,2.207,2.258,2.506,2.747,3.113,8.225,7.88,7.499,7.145,6.801,6.415,6.032,5.638,5.266,4.86,4.469,4.155,3.826,3.503,3.088,2.798,2.563,2.334,1.988,1.859,1.645,1.391,1.299,1.18,1.07,1.022,0.955,0.9,0.869,0.817,0.787,0.778,0.744,0.729,0.679,0.697,0.653,0.643,0.639,0.61,0.614,0.598,0.598,0.61,0.617,0.629,0.613,0.63,0.602,0.589,0.665
1.4279999732971191,-3.5,-45.583,20.232,1.739,17.242,0.0,-2.846,-0.168,0.986,-0.478,-0.316,1.331,1.355,1.366,1.365,1.411,1.41,1.468,1.496,1.556,1.579,1.637,1.734,1.763,1.86,2.005,2.113,2.339,2.716,7.933,7.535,7.245,6.856,6.511,6.193,5.833,5.507,5.194,4.798,4.484,4.213,3.854,3.603,3.34,3.103,2.835,2.66,2.375,2.198,2.081,1.923,1.782,1.63,1.498,1.482,1.394,1.295,1.248,1.12,1.065,1.046,0.989,0.941,0.907,0.905,0.861,0.87,0.822,0.808,0.813,0.764,0.776,0.779,0.773,0.788,0.784,0.77,0.795,0.779
-1.409999966621399,3.5,-45.429,20.727,1.618,17.285,0.0,-6.39,-0.047,0.999,-0.332,-0.412,1.102,1.112,1.167,1.172,1.149,1.171,1.201,1.239,1.248,1.301,1.343,1.373,1.402,1.451,1.546,1.63,1.794,1.936,2.119,2.444,7.588,7.235,6.891,6.545,6.251,5.945,5.622,5.273,4.961,4.649,4.404,4.142,3.838,3.606,3.352,3.128,2.941,2.754,2.522,2.419,2.238,2.094,1.977,1.897,1.733,1.694,1.567,1.534,1.461,1.391,1.327,1.272,1.198,1.208,1.2,1.163,1.101,1.111,1.066,1.046,1.03,0.926,0.938,0.947,0.934,0.897,0.905,0.909
-1.6480000019073486,1.496000051498413,-45.285,21.225,1.398,17.243,0.0,-8.852,0.172,0.985,-0.106,-0.316,1.007,0.996,0.976,1.01,1.001,0.99,0.976,0.999,0.992,1.035,1.02,1.043,1.054,1.161,1.175,1.181,1.246,1.346,1.377,1.496,1.593,1.746,1.891,2.408,7.225,6.834,6.63,6.253,5.985,5.686,5.359,5.048,4.803,4.559,4.233,4.012,3.763,3.534,3.326,3.122,2.917,2.791,2.645,2.502,2.295,2.248,2.125,2.058,1.919,1.82,1.717,1.675,1.606,1.543,1.476,1.401,1.44,1.362,1.311,1.291,1.294,1.256,1.197,1.192,1.165,1.099,1.106,1.091
5.229000091552734,-2.930999994277954,-45.142,21.721,1.119,17.193,0.0,-10.109,0.437,0.899,0.161,-0.271,0.856,0.84,0.856,0.844,0.834,0.813,0.821,0.826,0.869,0.854,0.858,0.867,0.87,0.894,0.911,0.963,0.941,0.965,0.996,1.078,1.07,1.168,1.213,1.307,1.388,1.451,1.635,1.877,2.531,7.015,6.657,6.36,6.104,5.749,5.451,5.236,4.896,4.68,4.433,4.15,3.929,3.674,3.484,3.27,3.092,2.941,2.727,2.636,2.526,2.432,2.251,2.178,2.012,2.015,1.887,1.807,1.748,1.675,1.653,1.566,1.536,1.488,1.437,1.391,1.41,1.334,1.314,1.337
1.1269999742507937,3.338000059127808,-44.988,22.215,0.824,17.314,0.0,-9.143,0.679,0.734,0.419,-0.359,0.871,0.872,0.818,0.829,0.821,0.771,0.781,0.761,0.795,0.776,0.775,0.785,0.774,0.761,0.839,0.82,0.804,0.833,0.842,0.871,0.867,0.913,0.923,0.941,0.997,1.029,1.092,1.115,1.269,1.329,1.457,1.567,1.914,7.162,6.854,6.558,6.267,5.957,5.625,5.366,5.064,4.834,4.541,4.316,4.087,3.857,3.632,3.453,3.225,3.075,2.958,2.759,2.62,2.505,2.359,2.262,2.184,2.042,1.981,1.923,1.862,1.785,1.694,1.665,1.625,1.616,1.521,1.492
7.0,-1.6890000104904177,-44.812,22.704,0.547,17.348,0.0,-9.027,0.854,0.521,0.637,-0.263,0.973,0.918,0.879,0.818,0.805,0.85,0.797,0.756,0.752,0.786,0.76,0.754,0.754,0.738,0.743,0.748,0.76,0.745,0.755,0.763,0.742,0.789,0.788,0.792,0.859,0.844,0.881,0.878,0.944,0.949,1.015,1.102,1.167,1.295,1.436,1.586,1.836,7.198,6.872,6.544,6.246,5.952,5.671,5.371,5.086,4.796,4.578,4.361,4.049,3.885,3.627,3.467,3.286,3.065,2.96,2.763,2.648,2.568,2.408,2.293,2.234,2.083,2.029,1.942,1.853,1.808,1.758,1.71
-3.6530001163482666,-3.1610000133514404,-44.604,23.182,0.308,17.468,0.0,-5.938,0.953,0.303,0.801,-0.314,1.005,1.003,0.957,0.915,0.91,0.864,0.828,0.8,0.764,0.759,0.771,0.775,0.738,0.729,0.728,0.724,0.745,0.729,0.737,0.73,0.729,0.73,0.722,0.788,0.77,0.797,0.802,0.832,0.854,0.902,0.941,0.932,1.022,1.065,1.1,1.165,1.236,1.424,1.584,1.832,2.252,6.996,6.678,6.317,6.011,5.73,5.455,5.149,4.885,4.599,4.362,4.108,3.9,3.68,3.5,3.308,3.098,2.954,2.763,2.675,2.567,2.402,2.328,2.186,2.116,2.022,1.941,1.838
7.0,2.3289999961853027,-44.357,23.643,0.09,17.359,0.0,-10.011,0.996,0.09,0.927,-0.409,1.275,1.152,1.068,1.019,0.944,0.968,0.879,0.896,0.818,0.82,0.809,0.788,0.788,0.74,0.778,0.73,0.786,0.74,0.746,0.739,0.723,0.781,0.728,0.751,0.797,0.781,0.79,0.784,0.852,0.838,0.9,0.901,0.906,0.951,0.984,1.028,1.093,1.181,1.225,1.358,1.467,1.61,2.13,7.274,6.94,6.511,6.321,5.926,5.591,5.325,5.051,4.738,4.499,4.287,3.999,3.759,3.556,3.396,3.173,3.038,2.861,2.679,2.588,2.463,2.335,2.289,2.118,2.042
-3.0899999141693115,0.5730000138282776,-44.068,24.077,-0.172,17.479,0.0,-6.076,0.985,-0.172,1.084,-0.339,1.945,1.525,1.392,1.331,1.218,1.146,1.113,1.022,0.969,0.951,0.916,0.875,0.873,0.829,0.855,0.794,0.834,0.777,0.785,0.739,0.782,0.742,0.788,0.738,0.738,0.787,0.722,0.795,0.781,0.776,0.841,0.825,0.858,0.88,0.893,0.939,0.941,1.001,1.084,1.089,1.103,1.216,1.302,1.422,1.568,1.905,2.555,7.343,6.881,6.487,6.149,5.816,5.549,5.19,4.913,4.71,4.432,4.143,3.895,3.654,3.448,3.297,3.056,2.959,2.773,2.639,2.475,2.388
2.618000030517578,1.5679999589920044,-43.732,24.478,-0.394,17.386,0.0,-9.852,0.923,-0.384,1.191,-0.322,7.578,7.231,2.391,1.767,1.533,1.365,1.348,1.218,1.137,1.084,1.0,0.981,0.99,0.899,0.847,0.884,0.853,0.814,0.827,0.801,0.814,0.809,0.809,0.814,0.757,0.813,0.754,0.804,0.758,0.813,0.798,0.809,0.816,0.821,0.845,0.863,0.857,0.919,0.98,0.985,1.014,1.033,1.134,1.162,1.26,1.398,1.533,1.695,2.043,8.231,7.524,7.002,6.515,6.164,5.804,5.469,5.141,4.853,4.582,4.324,4.04,3.859,3.62,3.425,3.252,3.03,2.889,2.743
2.6489999294281006,-2.4040000438690186,-43.352,24.836,-0.65,17.465,0.0,-5.813,0.796,-0.605,1.321,-0.275,5.625,11.131,12.07,13.273,14.656,8.083,1.994,1.688,1.501,1.384,1.261,1.18,1.088,1.043,1.035,0.983,0.977,0.938,0.874,0.889,0.853,0.82,0.837,0.836,0.798,0.794,0.785,0.798,0.815,0.809,0.79,0.785,0.79,0.811,0.801,0.783,0.847,0.889,0.902,0.892,0.939,0.965,0.975,1.053,1.09,1.103,1.151,1.242,1.309,1.488,1.626,1.819,2.49,8.692,7.812,7.185,6.601,6.125,5.708,5.387,5.085,4.778,4.47,4.196,3.933,3.762,3.514,3.354
